url,age,num_suspicious_words,has_ip_address,is_url_shortened,length,subdomain_ratio,num_dots,num_www,num_dcom,num_http,num_https,num_2slash,num_quest,num_prtc,num_equal,num_star,num_dollar,num_under,num_space,num_slash,num_dash,num_at,num_tile,num_line,num_colon,num_semic,num_comma,login_time,num_ex_links,num_redirects,num_img,num_iframe,num_hidden,ext_tot_ratio,status
https://1drv.ms/o/s!AsDOqhDzchZKcekSmE1zxZ0tBys,9.558904109589042,0,0,0,47,0.1489361702127659,1,0,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1.421558856964111,0.0,1.0,0.0,0.0,0.0,0.0,1
joomla.velocidadeonline.co.pt/modules/,15.37174708074836,0,0,0,38,0.7631578947368421,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.291855812072754,0.0,0.0,0.0,0.0,0.0,0.0,1
https://www.maximaequisport.ru/,8.145205479452056,0,0,0,31,0.7096774193548387,2,1,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2.8274571895599365,55.0,0.0,1.0,0.0,0.0,27.5,0
www.onlamp.com/pub/a/php/2003/03/20/php_security.html,22.26849315068493,1,0,0,53,0.2641509433962264,3,1,1,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,2.519057512283325,75.0,2.0,6.0,1.0,1.0,75.0,0
greywolf.critter.net/deadlands.htm,25.02191780821918,0,0,0,34,0.5882352941176471,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.102774381637573,20.0,1.0,11.0,0.0,0.0,20.0,0
www.arno-saxena.de/atlantis/atl_home.php,20.325001290404533,0,0,0,40,0.45,3,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1.2703917026519775,38.0,0.0,55.0,0.0,0.0,38.0,0
nobell.it/70ffb52d079109dca5664cce6f317373782/login.SkyPe.com/en/cgi-bin/verification/login/70ffb52d079109dca5664cce6f317373/index.php?cmd=_profile-ach&outdated_page_tmpl=p/gen/failed-to-load&nav=0.5.1&login_access=1322408526,2.890410959,1,0,0,225,0.04,6,0,1,0,0,0,1,0,4,0,0,4,0,10,4,0,0,0,0,0,0,5.039575099945068,58.0,1.0,15.0,2.0,0.0,58.0,1
www.angelfire.com/il/vernhaven/,28.07945205479452,0,0,0,31,0.5483870967741935,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.8525776863098145,21.0,1.0,9.0,1.0,1.0,21.0,0
https://www.govcert.cz/,11.912328767123288,0,0,0,23,0.6086956521739131,2,1,0,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,3.647601842880249,38.0,1.0,12.0,0.0,0.0,38.0,0
http://whatsapp-invite-groupsex88-whatsappsex.2waky.com/,22.186301369863013,0,0,0,56,0.8571428571428571,2,0,1,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0.5623612403869629,0.0,0.0,0.0,0.0,0.0,0.0,1
stevelosh.com/blog/2012/10/the-homely-mutt/,15.342465753424657,0,0,0,43,0.3023255813953488,1,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1.9869060516357424,97.0,1.0,11.0,0.0,0.0,97.0,0
https://docusignsecuredocuadmin.weebly.com/,16.983561643835618,1,0,0,43,0.7906976744186046,2,0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0.7356090545654297,2.0,0.0,1.0,0.0,0.0,2.0,1
www.math.cas.cz/~pudlak/,26.78904109589041,0,0,0,24,0.625,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4.10283899307251,11.0,2.0,2.0,0.0,0.0,11.0,0
http://www.disneyclips.com/mickeymouse.html,16.802739726027397,0,0,0,43,0.4418604651162791,3,1,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0.6873612403869629,56.0,1.0,2.0,0.0,0.0,56.0,0
www.networkworld.com/archive/2000/101266_07-10-2000.html,27.66301369863013,0,0,0,56,0.3571428571428571,3,1,1,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0.5231842994689941,32.0,2.0,2.0,1.0,1.0,32.0,0
sourceforge.net/projects/twin/,23.627397260273973,0,0,0,30,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.6836056709289551,103.0,1.0,15.0,0.0,0.0,34.333333333333336,0
www.topix.com/business/semiconductors,28.065753424657533,0,0,0,37,0.3513513513513513,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.1702823638916015,0.0,0.0,1.0,0.0,0.0,0.0,0
http://www.bet3659n.com,3.652054795,0,0,0,23,0.6956521739130435,2,1,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.160334825515747,0.0,1.0,0.0,0.0,0.0,0.0,1
pespmc1.vub.ac.be/TURCHIN.html,17.50105238400422,0,0,0,30,0.5666666666666667,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7932519912719727,25.0,0.0,12.0,0.0,0.0,25.0,0
http://wp.unioninch.com/iaccess/lbpiaccess.com/log.php?code=tjphhitfhayefjlmtatqbtwtbhlvla6ujngedbxq&amp;_ga=2.165334463.1021036329.1648528336-393105297.1648295705&amp;l=3,0.597260274,1,0,0,171,0.0935672514619883,8,0,2,1,0,1,1,0,3,0,0,1,0,5,1,0,0,0,1,2,0,0.3967022895812988,0.0,0.0,0.0,0.0,0.0,0.0,1
http://wave.webaim.org/data/getpage.php?reportkey=49145fb0e1ce356355688f7cc6cf0860&amp;contenttype=text%2Fhtml%3B%20charset%3DUTF-8,23.44109589041096,1,0,0,131,0.1145038167938931,3,0,0,1,0,1,1,4,2,0,0,0,1,4,1,0,0,0,1,1,0,0.9545397758483888,1.0,1.0,0.0,0.0,0.0,1.0,1
http://www.freewebarcade.com/game/traffic-collision-2/,18.673972602739727,0,0,0,54,0.3888888888888889,2,1,1,1,0,1,0,0,0,0,0,0,0,5,2,0,0,0,1,0,0,0.6092650890350342,25.0,1.0,3.0,0.0,0.0,25.0,0
https://www.slideshare.net/drAjayAgale/surfactant-therapy-by-ajay-agade,16.964383561643835,0,0,0,71,0.2535211267605634,2,1,0,1,1,1,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0.0625150203704834,269.0,0.0,336.0,0.0,1.0,269.0,0
www.altaindia.com/homepages/premium.htm,23.621917808219177,0,0,0,39,0.4358974358974359,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.7321593761444092,63.0,1.0,17.0,1.0,0.0,63.0,0
https://www.wozwaardeloket.nl,13.787497923568031,0,0,0,29,0.7241379310344828,2,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1.484029769897461,0.0,0.0,0.0,1.0,1.0,0.0,0
tools.ietf.org/html/rfc782,28.04109589041096,0,0,0,26,0.5384615384615384,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.7994706630706787,42.0,2.0,0.0,0.0,0.0,42.0,0
https://www.chiarabernardi.it/on/,3.112328767123288,0,0,0,33,0.6363636363636364,2,1,0,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3.342861652374268,38.0,0.0,6.0,0.0,0.0,38.0,1
https://www.rocky-road.com/index2.html,23.695890410958903,0,0,0,38,0.4736842105263157,3,1,1,1,1,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0.999708652496338,45.0,0.0,43.0,0.0,1.0,45.0,0
www.tackimac.com/1-800-634-1062/htmlpages/golf.html,26.27671232876712,0,0,0,51,0.3137254901960784,3,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3.445152282714844,23.0,1.0,4.0,1.0,0.0,23.0,0
https://www.merriam-webster.com/dictionary/CD-ROM,24.12328767123288,0,0,0,49,0.4693877551020408,2,1,1,1,1,1,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0.3436686992645263,137.0,0.0,53.0,1.0,1.0,137.0,0
http://omelhormeschegando.uni5.net/review.php,17.12054794520548,1,0,0,45,0.6,3,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1.0310430526733398,0.0,0.0,0.0,0.0,0.0,0.0,1
htmloref.blogspot.com/atom.xml,18.165969785005338,0,0,0,30,0.7,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5582585334777832,0.0,0.0,0.0,0.0,0.0,0.0,0
tools.ietf.org/html/rfc102,28.04109589041096,0,0,0,26,0.5384615384615384,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.8035531044006348,12.0,2.0,0.0,0.0,0.0,12.0,0
www.winpacc.za.pl/,22.67671233,0,0,0,18,0.9444444444444444,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.376220464706421,1.0,1.0,0.0,0.0,0.0,1.0,1
www.microsoft.com/office/visio/,31.9013698630137,0,0,0,31,0.5483870967741935,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.09498929977417,149.0,5.0,47.0,0.0,10.0,149.0,0
http://www.ruhlin.com/bridge-movable-charlesberrybridge,25.117808219178084,0,0,0,55,0.2545454545454545,2,1,1,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,2.641782760620117,108.0,2.0,11.0,0.0,0.0,108.0,0
https://www.superteacherworksheets.com/lines-segments-rays.html,16.161643835616438,0,0,0,63,0.4761904761904761,3,1,1,1,1,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,1.0623352527618408,174.0,0.0,50.0,0.0,0.0,174.0,0
http://chat.whatsapp.grup.hd.ocry.com/,21.863013698630137,0,0,0,38,0.7894736842105263,5,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1.1185050010681152,0.0,0.0,0.0,0.0,0.0,0.0,1
http://transformation-center.org/home/resources-2-2/job-opportunities/,17.18904109589041,0,0,0,70,0.3571428571428571,1,0,0,1,0,1,0,0,0,0,0,0,0,6,4,0,0,0,1,0,0,1.3389770984649658,115.0,2.0,1.0,0.0,0.0,115.0,0
http://sims4luxury.blogspot.com/,11.372310033924952,0,0,0,32,0.75,2,0,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1.0835041999816897,14.0,0.0,1.0,0.0,0.0,14.0,0
www.edgarnet.com/,7.769863014,0,0,0,17,0.9411764705882352,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.4725756645202637,65.0,1.0,19.0,1.0,0.0,65.0,1
http://www.chungjungone.com/us/product/gochujang.jsp,13.621967011302788,1,0,0,52,0.3846153846153846,3,1,1,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1.0153844356536863,38.0,0.0,11.0,0.0,0.0,38.0,0
https://drive.google.com/file/d/1LUvtjMTfQbe85qV2zd_iQz9cVRtn8Epj/view?usp=sharing,25.523287671232875,1,0,0,82,0.1951219512195122,2,0,1,1,1,1,1,0,1,0,0,1,0,6,0,0,0,0,1,0,0,1.1402978897094729,2.0,0.0,0.0,0.0,0.0,2.0,1
www.webmasterworld.com/forum30/,23.27945205479452,0,0,0,31,0.7096774193548387,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.9638051986694336,0.0,1.0,0.0,0.0,0.0,0.0,0
www.henley.reading.ac.uk/rep/,26.646575342465752,0,0,0,29,0.8275862068965517,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4.009857177734375,78.0,1.0,5.0,1.0,3.0,78.0,0
www.amha.com/amha/postcards/,25.616438356164384,0,0,0,28,0.4285714285714285,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.1330244541168213,18.0,0.0,14.0,0.0,0.0,18.0,0
http://projectextreme0004.web.app/,4.191780822,0,0,0,34,0.7647058823529411,2,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0.0469682216644287,2.0,1.0,1.0,0.0,0.0,2.0,1
gamefalls.com/screensavers.html,19.304109589041097,0,0,0,31,0.4193548387096774,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.9302668571472168,32.0,0.0,39.0,0.0,0.0,32.0,0
https://bccp.com.mx/pass/056e4bac650f6590a71e1b648bae1824/,7.917808219,0,0,0,58,0.1896551724137931,2,0,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0.8747735023498535,0.0,0.0,0.0,0.0,0.0,0.0,1
http://www.idea.org/blog/2011/07/22/open-source-vs-proprietary-software/,25.86027397260274,0,0,0,72,0.1666666666666666,2,1,0,1,0,1,0,0,0,0,0,0,0,8,4,0,0,0,1,0,0,0.7654447555541992,128.0,1.0,8.0,0.0,1.0,128.0,0
https://vacomsystems.com/wp-content/uploads/2020/07/online/chase/home,8.394520547945206,2,0,0,69,0.2318840579710145,1,0,1,1,1,1,0,0,0,0,0,0,0,9,1,0,0,0,1,0,0,1.0466609001159668,0.0,0.0,0.0,0.0,0.0,0.0,1
http://www.cs.uni.edu/~diesburg/courses/cs3470_fa14/sessions/s04/s04.pdf,18.63386119559651,0,0,0,72,0.1944444444444444,4,1,0,1,0,1,0,0,0,0,0,1,0,8,0,0,1,0,1,0,0,2.391448497772217,0.0,0.0,0.0,0.0,0.0,0.0,0
johannburkard.de/software/xsltjs/,17.769098377959395,1,0,0,33,0.4848484848484848,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.1404778957366943,0.0,1.0,0.0,0.0,0.0,0.0,0
https://www.vbulletin.com/,22.964383561643835,0,0,0,26,0.6538461538461539,2,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0.7982649803161621,19.0,0.0,11.0,1.0,0.0,0.59375,0
http://moj.aktiv.rs/images/excel/index_1.php,13.314382836937751,1,0,0,44,0.2727272727272727,3,0,0,1,0,1,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,2.1573214530944824,0.0,1.0,0.0,0.0,0.0,0.0,1
digilander.libero.it/MarcoGYD/,23.82191781,0,0,0,30,0.6666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1.165497064590454,0.0,1.0,2.0,0.0,0.0,0.0,1
http://bit.ly/35Kp3gG,14.843835616438357,0,0,1,21,0.2857142857142857,1,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0.2343165874481201,2.0,0.0,2.0,0.0,0.0,2.0,1
code.msdn.microsoft.com/silverlightut,31.9013698630137,0,0,0,37,0.6216216216216216,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6761138439178467,18.0,3.0,0.0,0.0,0.0,18.0,0
app.qmailer.co.uk/link/8556/3623406/179552,0.043835616,0,0,0,42,0.4047619047619047,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.4005529880523681,0.0,0.0,0.0,0.0,0.0,0.0,1
http://www.columbusonlineauctions.com/cgi-bin/mnhistory.cgi?coa9/1,11.821917808219178,0,0,0,66,0.4545454545454545,3,1,1,1,0,1,1,0,0,0,0,0,0,5,1,0,0,0,1,0,0,1.4169228076934814,0.0,1.0,0.0,0.0,0.0,0.0,0
https://www.newegg.com/Video-Cards-Video-Devices/Category/ID-38,23.13972602739726,0,0,0,63,0.2222222222222222,2,1,1,1,1,1,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0.468644380569458,244.0,0.0,64.0,3.0,8.0,244.0,0
www.cambridge.org/uk/catalogue/catalogue.asp?isbn=0521403510,24.934246575342467,0,0,0,60,0.2833333333333333,3,1,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1.330214500427246,144.0,3.0,29.0,1.0,1.0,144.0,0
https://fb-review-manage54001.web.app/,4.191780822,1,0,0,38,0.7631578947368421,2,0,0,1,1,1,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0.0936906337738037,2.0,0.0,1.0,0.0,0.0,2.0,1
http://dscsc.lk/images/comunicado-pbb.com.br/,15.75039610008553,1,0,0,45,0.1777777777777777,3,0,1,1,0,1,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0.4686367511749267,0.0,1.0,0.0,0.0,0.0,0.0,1
www.angelfire.com/art/hdesign/,24.44109589041096,0,0,0,30,0.5666666666666667,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.825739860534668,2.0,1.0,3.0,1.0,1.0,2.0,0
https://www.hugedomains.com/domain_profile.cfm?d=airesdecambio&e=com,19.39178082191781,0,0,0,68,0.2794117647058823,3,1,1,1,1,1,1,0,2,0,0,1,0,3,0,0,0,0,1,0,0,0.2499065399169922,63.0,0.0,17.0,1.0,0.0,63.0,0
www.cs.arizona.edu/patterns/weaving/books/mf_mill_2.pdf,23.693919125167476,0,0,0,55,0.3272727272727272,4,1,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,7.49410605430603,0.0,2.0,0.0,0.0,0.0,0.0,0
https://www.hawaiilife.com/,25.915068493150685,0,0,0,27,0.6666666666666666,2,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1.3121535778045654,73.0,0.0,5.0,1.0,1.0,1.697674418604651,0
www.vdsteenoven.com/aquarius/,21.13972602739726,0,0,0,29,0.6551724137931034,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3.271555185317993,24.0,1.0,9.0,1.0,0.0,12.0,0
www.edly.com/listen.html,25.70684931506849,0,0,0,24,0.5,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.3461923599243164,26.0,2.0,1.0,0.0,0.0,26.0,0
http://www.iranhiv.com/,17.49041095890411,0,0,0,23,0.6521739130434783,2,1,1,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1.995110273361206,88.0,1.0,24.0,0.0,0.0,88.0,0
http://pgrimard.magix.net/,26.64383561643836,0,0,0,26,0.6923076923076923,2,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1.7200326919555664,0.0,0.0,0.0,0.0,0.0,0.0,1
www.case-agworld.com/cAw.CK.html,28.054794520547944,0,0,0,32,0.625,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.7761452198028564,2.0,0.0,2.0,0.0,0.0,2.0,0
www.apdl.co.uk/isv/ffiend.htm,8.353424657534246,0,0,0,29,0.4827586206896552,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.5045754909515381,0.0,0.0,0.0,0.0,0.0,0.0,0
https://schwab.bynder.com/default/redirectToken/BCA2BEEE-69E8-43CD-A667252FCA3A4AEB,20.56712329,0,0,0,83,0.2048192771084337,2,0,1,1,1,1,0,0,0,0,0,0,0,5,3,0,0,0,1,0,0,1.0521602630615234,5.0,1.0,0.0,0.0,1.0,5.0,1
https://storage.cloud.google.com/prprhrhprc.appspot.com/index.htm#oncall-infra@eqiom.com,25.52054794520548,0,0,0,88,0.2727272727272727,7,0,3,1,1,1,0,0,0,0,0,0,0,4,1,1,0,0,1,0,0,0.3544256687164306,6.0,3.0,1.0,0.0,1.0,6.0,1
http://denisehowells.com.au/ana/u.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=,18.031632760949975,0,0,0,90,0.2222222222222222,3,0,1,1,0,1,1,0,2,0,0,3,0,4,1,0,0,0,1,1,0,0.7966277599334717,1.0,1.0,0.0,0.0,0.0,1.0,1
www.usenix.org/publications/library/proceedings/usenix2000/freenix/full_papers/silvers/silvers_html/,35.701369863013696,0,0,0,100,0.14,2,1,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,2.239762544631958,25.0,2.0,20.0,0.0,0.0,25.0,0
